STAGE	PATH	HISTORICAL_SHA256	CURRENT_SHA256	BYTE_IDENTICAL	CHANGE_CLASS	SCIENTIFIC_LOGIC_CHANGED	SOURCE_REGISTER	NOTES
HTS64	stages/hts64/HTS63_CANONICALIZATION_AUDIT.md	d6b08b6abdfd96a15988f5b0cf9d5bcb2f6c7300c72906e028738a36fd23fbb8	d6b08b6abdfd96a15988f5b0cf9d5bcb2f6c7300c72906e028738a36fd23fbb8	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS64	stages/hts64/HTS64_EXECUTION_CONTRACT.md	6156af5dded8e07461d073b59eac36308256454f1cbffb57bc45d9c756975575	6156af5dded8e07461d073b59eac36308256454f1cbffb57bc45d9c756975575	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS64	stages/hts64/HTS64_PREFLIGHT_RESULT.md	6c78607d91e39d58330bebca9e92d7877055faa4735d8c98ca9d630a03e74859	6c78607d91e39d58330bebca9e92d7877055faa4735d8c98ca9d630a03e74859	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS64	stages/hts64/HTS64_PREFLIGHT_TEST_AUDIT.md	bf6afa00ebb60ee5676a74974d45631703eb76a8a2639f5933d1e3ea7b8bcfba	bf6afa00ebb60ee5676a74974d45631703eb76a8a2639f5933d1e3ea7b8bcfba	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS64	stages/hts64/HTS64_SELECTION_AUDIT.md	f87b79a769e64be07666d91c974e5404f8929bae712ffbf7b208a0bcffbe6ee7	f87b79a769e64be07666d91c974e5404f8929bae712ffbf7b208a0bcffbe6ee7	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS64	stages/hts64/HTS64_SOURCE_ADEQUACY_AUDIT.md	537db446a8441beee5c5a32a014a52247163de50f76c694ea40c75ccb2df94f1	537db446a8441beee5c5a32a014a52247163de50f76c694ea40c75ccb2df94f1	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS64	stages/hts64/README_RUN.md	9304c156b5bcc02dc88d5fdde4a1527df43e10ce463e8c2c06a2aead7a4d832d	761d8eef9bc72fd5b06d79e974d9bdbb2c9a2d6f2c675ea34ba595bd7fbe4a4a	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS64	stages/hts64/audit_hts64.py	f8b28c88f982b89528b22e6fd4da44e0b8d8f1ca9f6973a8690d65fa46a1d50e	71ed9828147e82507f61ef53e31647b15a78e63f68037c3c87c5e1c40b527ad3	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS64	stages/hts64/hts64_common.py	877d6dce8720773dd4fa539c246924739e4bcf426421109c183bcd22bfb865f1	f0bc4a20627c4b805e7ee6ec7899a6428a83052f80e93e93989bc3fda6b48fa7	NO	NON_SCIENTIFIC_INPUT_MATERIALIZATION_EDIT	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS64	stages/hts64/hts64_metric.py	b0b17343bb0d56436defa4038f39ef27dd792f68dd28933a6fa1cc2696273c8a	b0b17343bb0d56436defa4038f39ef27dd792f68dd28933a6fa1cc2696273c8a	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS64	stages/hts64/run_hts64.py	333330b6513745b03f243f92dd49a068e567862b104c0b94a073c9f11af2a045	333330b6513745b03f243f92dd49a068e567862b104c0b94a073c9f11af2a045	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS64	stages/hts64/run_hts64.sh	9c190ee4ab4bedbcf638ff29b86191b6fe59c556bd9d5b015439e4baa1202537	4051dccfd79b97156fbaf451fcbf63652ee77bd43d36b2f77dea977fc9e26312	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS64	stages/hts64/selftest_hts64.py	5dbb600c27bbd12e14f338900d00d93db88619ec401c5f606653224ccfa19666	5dbb600c27bbd12e14f338900d00d93db88619ec401c5f606653224ccfa19666	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS65	stages/hts65/CANONICAL_STATE_THROUGH_HTS64.md	0a12cc86ed60e988415e6e821fd31689193e68245b4c61aef3d0e3f672ac8568	d2e1e32b588739165e5735c0eeca93b1d4e60b3a0e785ced6bc92389648d520f	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS65	stages/hts65/HTS64_CANONICALIZATION_AUDIT.md	dafbc46ef6a5b380e359521c2bf438ce2e840c9e26ab45020d2e9d456fd86c63	dafbc46ef6a5b380e359521c2bf438ce2e840c9e26ab45020d2e9d456fd86c63	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS65	stages/hts65/HTS65_EXECUTION_CONTRACT.md	b2bd182d03828ab4b9e96be96e66f8fd39213ef04147dbcd3db4ffd3159633ea	b2bd182d03828ab4b9e96be96e66f8fd39213ef04147dbcd3db4ffd3159633ea	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS65	stages/hts65/HTS65_PREFLIGHT_RESULT.md	7ccfcea9dcfddedd1d6f6430f0e786893528687859520b441265b08052601070	7ccfcea9dcfddedd1d6f6430f0e786893528687859520b441265b08052601070	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS65	stages/hts65/HTS65_PREFLIGHT_TEST_AUDIT.md	fef0a790f1baf5a255a9c5414179c307de6094369489f2b7cec5610f4a89bccc	fef0a790f1baf5a255a9c5414179c307de6094369489f2b7cec5610f4a89bccc	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS65	stages/hts65/HTS65_SELECTION_AUDIT.md	30233a5c4b087b77a345b208d16819b9cd75e46cf15689c9248dee75e431d8b1	30233a5c4b087b77a345b208d16819b9cd75e46cf15689c9248dee75e431d8b1	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS65	stages/hts65/HTS65_SOURCE_ADEQUACY_AUDIT.md	c6c0f888d45180d977649c40b83e0883a8157156dadaf0e493cfd2e26cac6d0a	c6c0f888d45180d977649c40b83e0883a8157156dadaf0e493cfd2e26cac6d0a	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS65	stages/hts65/README_RUN.md	2dc3e46f62d576d26db7ddde01357572db9b1f8993c33ed08eb18c661df9ab9a	e321b37ffa1af1e8d625c9e3cc88e62eff09379b79dc66d6e17c816aa51e02d3	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS65	stages/hts65/audit_hts65.py	568b1f9617504cb8cd37a24f495057dd83f2bfdc62a2a2bcb930e4b8afc38212	568b1f9617504cb8cd37a24f495057dd83f2bfdc62a2a2bcb930e4b8afc38212	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS65	stages/hts65/hts65_common.py	87c3c3f3f539678726b25776f37c8c8bbec6dab80b581be01ac7f82375e4c086	6d8652a820ae76f5a935faa79eec86bfd953671c966051a4625099ac5367ee27	NO	NON_SCIENTIFIC_INPUT_MATERIALIZATION_EDIT	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS65	stages/hts65/hts65_metric.py	3154f1fb8d75a771c57c3a63088ee56e675148c76c286e4665e2fffceddd3160	3154f1fb8d75a771c57c3a63088ee56e675148c76c286e4665e2fffceddd3160	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS65	stages/hts65/run_hts65.py	6d45670b1078396209045db89cb24cb89cd82036110de74687cbbc976630a6b3	6d45670b1078396209045db89cb24cb89cd82036110de74687cbbc976630a6b3	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS65	stages/hts65/run_hts65.sh	a2d7a44a71923962ef498010fdf6ec6bdd0e094856f6e77eb58e496bf05affa1	e1adacc1fd92b2c616ac83915355b0658d2cc5def9523d118a73e6e4365a5a58	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS65	stages/hts65/selftest_hts65.py	a57168baedb2633383ddafa407d78ae892b8c2c8596fc23e6b1e44772a7abc97	a57168baedb2633383ddafa407d78ae892b8c2c8596fc23e6b1e44772a7abc97	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts65/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS66	stages/hts66/CANONICAL_STATE_THROUGH_HTS65.md	4ab98095b0eb79b4cddc65f85d282b9892950c7a42a888902769ef80b6f3f709	4ab98095b0eb79b4cddc65f85d282b9892950c7a42a888902769ef80b6f3f709	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts66/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS66	stages/hts66/HTS65_CANONICALIZATION_AUDIT.md	8549d499c9c3c28d46d218939e0ada561b6d00fbd59e9a6029427d8b9d2f0a7c	91107cd2571e9126d571fefb3b7db217a9ef186d4f1eed1348b7846cd08387f2	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts66/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS66	stages/hts66/HTS66_EXECUTION_CONTRACT.md	20bfed47f62131479751d0f4e3af81ab089f2be4bb64869d9b94d7d227ebe599	20bfed47f62131479751d0f4e3af81ab089f2be4bb64869d9b94d7d227ebe599	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts66/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS66	stages/hts66/HTS66_PREFLIGHT_RESULT.md	0acaec83d258d76554311226a315e00c3b32cc4a3a17f77d3a7374960b619db3	0acaec83d258d76554311226a315e00c3b32cc4a3a17f77d3a7374960b619db3	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts66/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS66	stages/hts66/HTS66_PREFLIGHT_TEST_AUDIT.md	22f2f0453d05f11a40dd7b2726c51bd31c2179b02b3fff5e1de76951cc468eff	22f2f0453d05f11a40dd7b2726c51bd31c2179b02b3fff5e1de76951cc468eff	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts66/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS66	stages/hts66/HTS66_SELECTION_AUDIT.md	b625b994579141b59fee72161b3a86a25c929f3b504968a2623de24608bae742	b625b994579141b59fee72161b3a86a25c929f3b504968a2623de24608bae742	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts66/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS66	stages/hts66/HTS66_SOURCE_ADEQUACY_AUDIT.md	5ca6d457ae406d6d9829587e4fe7a382df8c7479cbf11878beb0642a718560f0	5ca6d457ae406d6d9829587e4fe7a382df8c7479cbf11878beb0642a718560f0	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts66/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS66	stages/hts66/README_RUN.md	18038e1d5d85171973aaa6c6ebcd4e8752066953ca67e6d5c216ae188da7c84d	3a96311223237db50eeb9fb31af53e8a736d8f08487179c368407cfa94b68768	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts66/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS66	stages/hts66/audit_hts66.py	1d4d15ceb7fa0ff937fcb0bb95d51dd85ace6755329ac396bee79f1960c99e38	1d4d15ceb7fa0ff937fcb0bb95d51dd85ace6755329ac396bee79f1960c99e38	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts66/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS66	stages/hts66/hts66_common.py	aebce39d42e9052a1cb11c25b612199e428549aa52f01377039b4dec2b4b9189	351865c38e28e629d4b71b2c56c95c77ae3c912b19e59265d70dd303f0f3ab99	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts66/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS66	stages/hts66/run_hts66.py	c4f145845276db83d4cf5baa7b814f649fcd3bc2c74dc662a347dc0b882d3524	c4f145845276db83d4cf5baa7b814f649fcd3bc2c74dc662a347dc0b882d3524	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts66/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS66	stages/hts66/run_hts66.sh	85b633bbaef90edd79bd26974dc2f8fc410958c8e1b375c1e89a10231b57d19c	ef4aa800600b79808f70328575851b54678777ac2239ac4e16c4d437eef36ca1	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts66/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS66	stages/hts66/selftest_hts66.py	395c995645514e67491699ccc178d9fffcc36eda5a04c1dc06ef8ed356b8aaa6	395c995645514e67491699ccc178d9fffcc36eda5a04c1dc06ef8ed356b8aaa6	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts66/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS67	stages/hts67/CANONICAL_STATE_THROUGH_HTS66.md	507e924a38bb18e7b71db708de74d5618d4134836b00f0b3da6896c573664e9e	507e924a38bb18e7b71db708de74d5618d4134836b00f0b3da6896c573664e9e	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS67	stages/hts67/HTS66_CANONICALIZATION_AUDIT.md	743c4f0c66a456f1719ab8a8adaed8db2aa1633e3e490f642d21cb860cfabbcd	743c4f0c66a456f1719ab8a8adaed8db2aa1633e3e490f642d21cb860cfabbcd	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS67	stages/hts67/HTS67_EXECUTION_CONTRACT.md	4c4d93eac0cab43e04fb17da4881758ec417e706c6f9ed6029560e065e588bae	d552e08dc9b9e46a3f7e319d28bd9d3c149c49d40572828b7554a1693b06aa8f	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS67	stages/hts67/HTS67_PREFLIGHT_RESULT.md	97755b90609599ddc6ab438ac22be6f2c444cceae99ad93e873326272cf9bd87	97755b90609599ddc6ab438ac22be6f2c444cceae99ad93e873326272cf9bd87	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS67	stages/hts67/HTS67_PREFLIGHT_TEST_AUDIT.md	46370e8c851e0218999f21f55df585278e1e20756c8ec734be27cd362749099b	46370e8c851e0218999f21f55df585278e1e20756c8ec734be27cd362749099b	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS67	stages/hts67/HTS67_SELECTION_AUDIT.md	40639323f2b41439db0be29cba911dcb38fe04519fa685771ace8b1b3dfaceac	40639323f2b41439db0be29cba911dcb38fe04519fa685771ace8b1b3dfaceac	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS67	stages/hts67/HTS67_SOURCE_ADEQUACY_AUDIT.md	ab65cc2f11b2a6bfd3721dcabe555837372858c53d4080e7cdeb78d4d4ef74f1	ab65cc2f11b2a6bfd3721dcabe555837372858c53d4080e7cdeb78d4d4ef74f1	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS67	stages/hts67/README_RUN.md	bf321409ccd4480a23db75c867c6483b2c5e07b02f45105fa3b7b45cd1ed7703	fe3675ce28f399f9574c2c7966776b499825faa9346fccf02583b3d38c6a4414	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS67	stages/hts67/audit_hts67.py	f0402d1df1e68c68a157ff679f7a7e97a2f7b0085880b996e5a4c372ec2d8968	f0402d1df1e68c68a157ff679f7a7e97a2f7b0085880b996e5a4c372ec2d8968	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS67	stages/hts67/hts67_common.py	e16f241129d4c58c36756786d03e0fbaecf94eac051c74c3743a1a522bb2b558	4485400bf3abf014f42bbd47d3c19bb498e97771f82760ae3b1df4455466c401	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS67	stages/hts67/hts67_metric.py	236217b7d88f5a97ab46b5610a4e32d8597b0fb5386fce003ee5d7f4eb637a3c	236217b7d88f5a97ab46b5610a4e32d8597b0fb5386fce003ee5d7f4eb637a3c	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS67	stages/hts67/run_hts67.py	d5fea501c9942e76d6eb714e0b17daf38a71cf8a3be2eca02f862fb174fb1b46	d5fea501c9942e76d6eb714e0b17daf38a71cf8a3be2eca02f862fb174fb1b46	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS67	stages/hts67/run_hts67.sh	da2ef9fb24729c7e099f92ececb4c95a97ceb4c284bdbdcdbaefeab509408901	bac3ec6ed969179f7648c8172a7b97da575d4533d1d8fb05ab1ee55229748a6f	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS67	stages/hts67/selftest_hts67.py	0ee187be64adbb2e0da13ae423692d2e1766c4e50d5974785f2e1e749768a318	0ee187be64adbb2e0da13ae423692d2e1766c4e50d5974785f2e1e749768a318	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts67/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
